"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2011","480.08","460.80","481.13","453.54","471.55K","4.11%"
"03/01/2011","461.13","458.21","496.22","449.78","803.30K","-0.05%"
"02/01/2011","461.37","515.70","529.20","455.74","543.70K","-9.64%"
"01/01/2011","510.60","485.72","525.70","475.48","695.44K","5.35%"
"12/01/2010","484.66","451.02","497.09","448.13","1.68M","7.32%"
"11/01/2010","451.59","451.81","458.74","419.98","750.69K","-0.23%"
"10/01/2010","452.63","454.41","467.61","440.59","658.22K","-0.42%"
"09/01/2010","454.52","456.48","469.25","442.43","908.11K","-0.12%"
"08/01/2010","455.08","494.78","496.53","421.30","902.46K","-7.86%"
"07/01/2010","493.91","504.11","512.81","488.92","974.17K","-2.61%"
"06/01/2010","507.14","505.18","516.22","493.20","1.08M","-0.06%"
"05/01/2010","507.44","544.52","551.40","479.56","1.25M","-6.44%"
"04/01/2010","542.37","500.31","542.74","499.99","1.17M","8.64%"
"03/01/2010","499.24","502.57","538.01","499.24","1.17M","0.47%"
"02/01/2010","496.91","482.93","513.19","481.84","402.92K","3.10%"
"01/01/2010","481.96","501.74","544.49","471.85","889.88K","-2.59%"
"12/01/2009","494.77","513.42","518.32","427.06","1.04M","-1.85%"
"11/01/2009","504.12","565.85","569.71","461.48","1.13M","-14.14%"
"10/01/2009","587.12","581.80","633.21","543.20","1.80M","1.07%"
"09/01/2009","580.90","545.05","594.32","513.49","1.47M","6.24%"
"08/01/2009","546.78","466.82","547.38","465.36","1.17M","17.14%"
"07/01/2009","466.76","439.58","472.58","411.39","794.83K","4.12%"
"06/01/2009","448.29","418.75","525.22","418.44","1.19M","8.90%"
"05/01/2009","411.64","336.31","431.39","336.31","1.03M","27.99%"
"04/01/2009","321.63","282.07","347.81","282.07","748.91K","14.59%"
"03/01/2009","280.67","244.23","292.85","240.96","412.12K","14.21%"
"02/01/2009","245.74","301.12","301.30","234.66","172.41K","-18.95%"
"01/01/2009","303.21","312.49","322.59","300.02","127.06K","-3.93%"
"12/01/2008","315.62","313.33","318.82","284.06","277.80K","0.28%"
"11/01/2008","314.74","347.73","388.27","303.54","308.65K","-9.31%"
"10/01/2008","347.05","463.26","466.93","313.63","366.14K","-24.01%"
"09/01/2008","456.70","552.60","559.34","416.88","434.52K","-15.28%"
"08/01/2008","539.10","447.37","575.71","428.63","457.81K","19.44%"
"07/01/2008","451.36","406.46","493.17","406.44","363.14K","13.01%"
"06/01/2008","399.40","408.20","408.20","364.32","199.84K","-3.55%"
"05/01/2008","414.10","523.29","523.75","413.77","88.29K","-20.73%"
"04/01/2008","522.36","520.53","552.42","513.93","168.70K","1.07%"
"03/01/2008","516.85","646.08","669.24","494.40","315.79K","-22.08%"
"02/01/2008","663.30","854.15","859.62","661.75","195.51K","-21.42%"
"01/01/2008","844.11","925.66","926.01","762.99","228.71K","-8.94%"
"12/01/2007","927.02","977.86","990.51","911.15","169.99K","-4.66%"
"11/01/2007","972.35","1,074.46","1,075.92","963.56","265.69K","-8.71%"
"10/01/2007","1,065.09","1,072.72","1,110.78","1,064.20","338.60K","1.74%"
"09/01/2007","1,046.86","919.87","1,046.86","919.87","197.30K","15.25%"
"08/01/2007","908.37","905.34","942.33","875.87","146.05K","0.05%"
"07/01/2007","907.95","1,015.71","1,032.71","903.41","136.89K","-11.39%"
"06/01/2007","1,024.68","1,085.93","1,085.93","1,020.64","169.82K","-5.25%"
"05/01/2007","1,081.48","933.30","1,127.75","933.30","174.60K","17.06%"
"04/01/2007","923.89","1,059.18","1,061.75","903.94","118.71K","-13.76%"
"03/01/2007","1,071.33","1,147.51","1,179.32","999.35","271.15K","-5.83%"
"02/01/2007","1,137.69","1,066.33","1,174.10","1,010.38","154.93K","9.25%"
"01/01/2007","1,041.33","751.04","1,049.82","741.27","245.81K","38.52%"
"12/01/2006","751.77","637.07","815.98","631.29","185.73K","18.75%"
"11/01/2006","633.05","516.80","687.72","513.74","135.32K","23.75%"
"10/01/2006","511.54","529.57","545.55","505.23","102.80K","-2.88%"
"09/01/2006","526.73","494.75","531.88","494.75","95.21K","7.24%"
"08/01/2006","491.18","409.67","493.25","388.82","104.67K","16.28%"
"07/01/2006","422.41","509.78","511.99","422.41","67.95K","-18.07%"
"06/01/2006","515.59","538.55","557.35","487.86","64.08K","-4.33%"
"05/01/2006","538.91","611.72","612.11","520.82","91.83K","-9.50%"
"04/01/2006","595.48","520.53","638.86","505.42","105.60K","18.25%"
"03/01/2006","503.56","402.15","507.10","397.95","93.01K","28.90%"
"02/01/2006","390.65","314.03","390.65","313.14","40.00K","25.08%"
"01/01/2006","312.32","306.86","316.64","304.23","34.61K","1.57%"
